"","Tweet","Time Stamp","Twitter Handle","Latitude","Longitude","Topic"
"91","@gloriaborgercnn @PPact and so ... @SenTedCruz  just got my VOTE /  Dear Ted @tedcruz  PLS check PlannedParentHooD'$ surplus of  ABORtedS???","Wed Mar 02 03:29:21 +0000 2016","DarkerstarO",37.7706565,"-122.4359785","reproductive_rights"
"92","@BobLonsberry @tedcruz And leaning to the left at that!!","Wed Mar 02 03:29:36 +0000 2016","winger58",43.000058,"-77.4275355","professional_gap"
"93","@tedcruz Trump only supports planned parenthood for the women's health issues and he said not for abortions Get it right .","Wed Mar 02 06:43:36 +0000 2016","Lisastorch3",26.0781705,"-80.285189","reproductive_rights"
"94","@goprapebuster @StephieGilley @HillaryClinton @350action But she will Promise Anything to be Elected","Wed Mar 02 11:00:04 +0000 2016","MyBlackMatters2",32.6782075,"-83.1738665","violence_against_women"
"95","@WillysBaldSpot @KazmierskiR @DanScavino @tedcruz calls  #TRUMP a #Racist when #cruz iscalling the #potus A (nigger) #doublestandards/racist","Wed Mar 02 11:00:24 +0000 2016","MrHinNH",43.3091075,"-70.960344","feminism"
"96","y'all better understand the south is home to racism.. this where shit started  https://t.co/PflguYFVUa","Wed Mar 02 14:11:54 +0000 2016","fvckmira",32.6782075,"-83.1738665","intersectionality"
"97","@Bonfiredesigns @YouTube hey Ted would you let your kids listen to that ? Trumps comments weren't nearly as racial as that ! TINMAN CRUZ","Wed Mar 02 17:17:22 +0000 2016","SrFezza",43.333512,"-73.6609045","intersectionality"
"98","@Erosunique That's small potatoes compared to racism!  As a man of color  you should be ashamed! @Jacki8182 @rkf1215 @tedcruz @RogerJStoneJr","Thu Mar 03 18:16:47 +0000 2016","tomesimpson",42.308346,"0.3142995","intersectionality"
"99","Same guy who wanted to get rid of condoms and birth control lmfao https://t.co/jYb5WO1ePr","Thu Mar 03 19:52:03 +0000 2016","CavsBrownsFan",42.746617,"-75.770041","reproductive_rights"
"100","@RLeePip @tedcruz THANK YOU. if People LISTEN and INVESTIGATE  we will all be happier. not this  everything. PP Abortions suppression of Inv","Thu Mar 03 22:05:38 +0000 2016","LittelCaesar",53.3549025,"-6.2476215","reproductive_rights"
